{8, 7} -> {278, 13, 109}
{62, 52} -> {226, 9, 165}
{63, 62} -> {174, 10, 216}
{63, 60} -> {174, 18, 208}
{63, 53} -> {189, 15, 196}
{64, 63} -> {205, 7, 188}
{64, 61} -> {205, 12, 183}
{64, 54} -> {205, 12, 183}
{65, 64} -> {210, 8, 182}
{65, 62} -> {203, 8, 189}
{65, 55} -> {216, 12, 172}
{66, 65} -> {202, 7, 191}
{66, 63} -> {194, 9, 197}
{66, 56} -> {225, 11, 164}
{67, 66} -> {176, 8, 216}
{67, 64} -> {190, 15, 195}
{67, 57} -> {188, 16, 196}
{68, 67} -> {210, 6, 184}
{68, 65} -> {183, 12, 205}
{68, 58} -> {195, 6, 199}
{69, 68} -> {206, 6, 188}
{69, 66} -> {173, 17, 210}
{69, 59} -> {201, 12, 187}
{70, 69} -> {188, 10, 202}
{70, 67} -> {215, 12, 173}
{70, 60} -> {202, 9, 189}
{71, 70} -> {198, 8, 194}
{71, 68} -> {210, 6, 184}
{71, 61} -> {224, 10, 166}
{72, 71} -> {166, 11, 223}
{72, 69} -> {195, 8, 197}
{72, 62} -> {186, 5, 209}
{73, 72} -> {199, 14, 187}
{73, 70} -> {198, 13, 189}
{73, 63} -> {197, 7, 196}
{74, 73} -> {208, 9, 183}
{74, 71} -> {195, 8, 197}
{74, 64} -> {209, 9, 182}
{75, 74} -> {187, 10, 203}
{75, 72} -> {188, 4, 208}
{75, 65} -> {196, 7, 197}
{76, 75} -> {213, 8, 179}
{76, 73} -> {195, 13, 192}
{76, 66} -> {212, 5, 183}
{77, 76} -> {173, 14, 213}
{77, 74} -> {182, 5, 213}
{77, 67} -> {217, 9, 174}
{78, 77} -> {203, 13, 184}
{78, 75} -> {196, 6, 198}
{78, 68} -> {189, 4, 207}
{79, 78} -> {198, 10, 192}
{79, 76} -> {199, 9, 192}
{79, 69} -> {201, 9, 190}
{80, 79} -> {198, 8, 194}
{80, 77} -> {205, 6, 189}
{80, 70} -> {201, 13, 186}
{81, 80} -> {199, 14, 187}
{81, 78} -> {179, 9, 212}
{81, 71} -> {209, 4, 187}
{82, 81} -> {224, 10, 166}
{82, 79} -> {201, 8, 191}
{82, 72} -> {222, 7, 171}
{83, 82} -> {190, 12, 198}
{83, 80} -> {218, 15, 167}
{83, 73} -> {229, 14, 157}
{84, 83} -> {184, 7, 209}
{84, 81} -> {210, 9, 181}
{84, 74} -> {230, 15, 155}
{85, 84} -> {204, 16, 180}
{85, 82} -> {192, 9, 199}
{85, 75} -> {227, 17, 156}
{86, 85} -> {178, 9, 213}
{86, 83} -> {198, 5, 197}
{86, 76} -> {219, 9, 172}
{87, 86} -> {201, 7, 192}
{87, 84} -> {188, 9, 203}
{87, 77} -> {229, 17, 154}
{88, 87} -> {190, 14, 196}
{88, 85} -> {199, 7, 194}
{88, 78} -> {249, 9, 142}
{89, 88} -> {195, 14, 191}
{89, 86} -> {222, 14, 164}
{89, 79} -> {239, 9, 152}
{90, 89} -> {204, 8, 188}
{90, 87} -> {192, 7, 201}
{90, 80} -> {220, 13, 167}
{91, 90} -> {194, 10, 196}
{91, 88} -> {203, 8, 189}
{91, 81} -> {226, 8, 166}
{92, 91} -> {200, 7, 193}
{92, 89} -> {217, 10, 173}
{92, 82} -> {215, 9, 176}
{93, 92} -> {202, 9, 189}
{93, 90} -> {182, 18, 200}
{93, 83} -> {196, 11, 193}
{94, 93} -> {204, 10, 186}
{94, 91} -> {207, 9, 184}
{94, 84} -> {204, 11, 185}
{95, 94} -> {184, 9, 207}
{95, 92} -> {206, 9, 185}
{95, 85} -> {200, 7, 193}
{96, 95} -> {202, 5, 193}
{96, 93} -> {185, 8, 207}
{96, 86} -> {209, 16, 175}
{97, 96} -> {201, 9, 190}
{97, 94} -> {206, 8, 186}
{97, 87} -> {186, 10, 204}
{98, 97} -> {214, 7, 179}
{98, 95} -> {184, 14, 202}
{98, 88} -> {191, 7, 202}
{99, 98} -> {185, 11, 204}
{99, 96} -> {189, 5, 206}
{99, 89} -> {196, 10, 194}
{100, 99} -> {195, 6, 199}
{100, 97} -> {189, 6, 205}
{100, 90} -> {186, 8, 206}
{101, 100} -> {195, 5, 200}
{101, 98} -> {214, 10, 176}
{101, 91} -> {198, 13, 189}
{102, 101} -> {183, 8, 209}
{102, 99} -> {184, 11, 205}
{102, 92} -> {191, 9, 200}
{103, 102} -> {190, 11, 199}
{103, 100} -> {189, 13, 198}
{103, 93} -> {191, 9, 200}
{104, 103} -> {171, 10, 219}
{104, 101} -> {176, 14, 210}
{104, 94} -> {179, 8, 213}
{105, 104} -> {184, 9, 207}
{105, 102} -> {201, 10, 189}
{105, 95} -> {211, 7, 182}
{106, 105} -> {199, 14, 187}
{106, 103} -> {188, 6, 206}
{106, 96} -> {199, 12, 189}
{107, 106} -> {191, 9, 200}
{107, 104} -> {174, 5, 221}
{107, 97} -> {195, 9, 196}
{108, 107} -> {190, 14, 196}
{108, 105} -> {185, 9, 206}
{108, 98} -> {210, 9, 181}
{109, 108} -> {192, 11, 197}
{109, 106} -> {200, 13, 187}
{109, 99} -> {211, 5, 184}
{110, 109} -> {219, 11, 170}
{110, 107} -> {198, 13, 189}
{110, 100} -> {200, 9, 191}
{111, 110} -> {187, 9, 204}
{111, 108} -> {189, 8, 203}
{111, 101} -> {189, 9, 202}
{112, 111} -> {207, 6, 187}
{112, 109} -> {227, 6, 167}
{112, 102} -> {193, 6, 201}
{113, 112} -> {189, 8, 203}
{113, 110} -> {209, 7, 184}
{113, 103} -> {217, 5, 178}
{114, 113} -> {188, 10, 202}
{114, 111} -> {216, 7, 177}
{114, 104} -> {219, 9, 172}
{115, 114} -> {199, 12, 189}
{115, 112} -> {211, 7, 182}
{115, 105} -> {206, 10, 184}
{116, 115} -> {196, 7, 197}
{116, 113} -> {194, 9, 197}
{116, 106} -> {194, 7, 199}
{117, 116} -> {203, 12, 185}
{117, 114} -> {208, 12, 180}
{117, 107} -> {212, 11, 177}
{118, 117} -> {197, 13, 190}
{118, 115} -> {196, 9, 195}
{118, 108} -> {213, 10, 177}
{119, 118} -> {202, 11, 187}
{119, 116} -> {201, 10, 189}
{119, 109} -> {202, 11, 187}
{120, 119} -> {203, 13, 184}
{120, 117} -> {183, 5, 212}
{120, 110} -> {221, 9, 170}
{121, 120} -> {201, 5, 194}
{121, 118} -> {192, 7, 201}
{121, 111} -> {213, 15, 172}
{122, 121} -> {199, 11, 190}
{122, 119} -> {195, 10, 195}
{122, 112} -> {204, 7, 189}
{123, 122} -> {190, 13, 197}
{123, 120} -> {192, 9, 199}
{123, 113} -> {196, 10, 194}
{124, 123} -> {196, 15, 189}
{124, 121} -> {190, 19, 191}
{124, 114} -> {211, 8, 181}
{125, 124} -> {166, 10, 224}
{125, 122} -> {190, 8, 202}
{125, 115} -> {222, 7, 171}
{126, 125} -> {203, 14, 183}
{126, 123} -> {194, 8, 198}
{126, 116} -> {206, 9, 185}
{127, 126} -> {186, 9, 205}
{127, 124} -> {193, 15, 192}
{127, 117} -> {179, 12, 209}
{128, 127} -> {200, 15, 185}
{128, 125} -> {183, 5, 212}
{128, 118} -> {214, 8, 178}
{129, 128} -> {192, 11, 197}
{129, 126} -> {201, 6, 193}
{129, 119} -> {197, 8, 195}
{130, 129} -> {189, 9, 202}
{130, 127} -> {194, 10, 196}
{130, 120} -> {192, 10, 198}
{131, 130} -> {191, 8, 201}
{131, 128} -> {183, 14, 203}
{131, 121} -> {194, 10, 196}
