{8, 7} -> {306, 5, 89}
{9, 8} -> {233, 10, 157}
{10, 9} -> {249, 9, 142}
{10, 7} -> {349, 3, 48}
{11, 10} -> {227, 8, 165}
{11, 8} -> {306, 5, 89}
{12, 11} -> {247, 7, 146}
{12, 9} -> {311, 6, 83}
{13, 12} -> {219, 11, 170}
{13, 10} -> {299, 6, 95}
{14, 13} -> {227, 12, 161}
{14, 11} -> {296, 9, 95}
{15, 14} -> {200, 10, 190}
{15, 12} -> {257, 7, 136}
{16, 15} -> {242, 11, 147}
{16, 13} -> {284, 7, 109}
{17, 16} -> {193, 9, 198}
{17, 14} -> {254, 11, 135}
{17, 7} -> {396, 2, 2}
{18, 17} -> {207, 12, 181}
{18, 15} -> {257, 8, 135}
{18, 8} -> {386, 3, 11}
{19, 18} -> {222, 8, 170}
{19, 16} -> {238, 6, 156}
{19, 9} -> {385, 4, 11}
{20, 19} -> {220, 5, 175}
{20, 17} -> {276, 9, 115}
{20, 10} -> {382, 1, 17}
{21, 20} -> {216, 7, 177}
{21, 18} -> {284, 5, 111}
{21, 11} -> {378, 0, 22}
{22, 21} -> {220, 7, 173}
{22, 19} -> {276, 8, 116}
{22, 12} -> {367, 5, 28}
{23, 22} -> {155, 13, 232}
{23, 20} -> {213, 10, 177}
{23, 13} -> {339, 4, 57}
{24, 23} -> {261, 3, 136}
{24, 21} -> {240, 6, 154}
{24, 14} -> {357, 1, 42}
{25, 24} -> {196, 7, 197}
{25, 22} -> {224, 9, 167}
{25, 15} -> {357, 1, 42}
{26, 25} -> {249, 9, 142}
{26, 23} -> {277, 9, 114}
{26, 16} -> {350, 5, 45}
{27, 26} -> {199, 9, 192}
{27, 24} -> {223, 8, 169}
{27, 17} -> {333, 3, 64}
{28, 27} -> {212, 7, 181}
{28, 25} -> {236, 9, 155}
{28, 18} -> {339, 6, 55}
{29, 28} -> {201, 6, 193}
{29, 26} -> {232, 2, 166}
{29, 19} -> {319, 3, 78}
{30, 29} -> {201, 5, 194}
{30, 27} -> {241, 8, 151}
{30, 20} -> {319, 6, 75}
{31, 30} -> {197, 5, 198}
{31, 28} -> {220, 8, 172}
{31, 21} -> {299, 10, 91}
{32, 31} -> {239, 7, 154}
{32, 29} -> {255, 6, 139}
{32, 22} -> {312, 3, 85}
{33, 32} -> {180, 5, 215}
{33, 30} -> {230, 6, 164}
{33, 23} -> {296, 2, 102}
{34, 33} -> {224, 4, 172}
{34, 31} -> {227, 6, 167}
{34, 24} -> {282, 4, 114}
{35, 34} -> {214, 5, 181}
{35, 32} -> {192, 4, 204}
{35, 25} -> {309, 7, 84}
{36, 35} -> {213, 3, 184}
{36, 33} -> {222, 7, 171}
{36, 26} -> {283, 3, 114}
{37, 36} -> {218, 6, 176}
{37, 34} -> {254, 2, 144}
{37, 27} -> {293, 4, 103}
{38, 37} -> {216, 4, 180}
{38, 35} -> {232, 8, 160}
{38, 28} -> {299, 11, 90}
{39, 38} -> {186, 4, 210}
{39, 36} -> {226, 3, 171}
{39, 29} -> {264, 6, 130}
{40, 39} -> {189, 4, 207}
{40, 37} -> {207, 13, 180}
{40, 30} -> {271, 8, 121}
{41, 40} -> {209, 8, 183}
{41, 38} -> {185, 10, 205}
{41, 31} -> {285, 5, 110}
{42, 41} -> {198, 4, 198}
{42, 39} -> {207, 9, 184}
{42, 32} -> {235, 4, 161}
{43, 42} -> {234, 6, 160}
{43, 40} -> {231, 7, 162}
{43, 33} -> {283, 6, 111}
{44, 43} -> {204, 8, 188}
{44, 41} -> {212, 4, 184}
{44, 34} -> {271, 5, 124}
{45, 44} -> {193, 11, 196}
{45, 42} -> {217, 1, 182}
{45, 35} -> {261, 9, 130}
{46, 45} -> {212, 11, 177}
{46, 43} -> {194, 7, 199}
{46, 36} -> {251, 10, 139}
{47, 46} -> {196, 5, 199}
{47, 44} -> {204, 7, 189}
{47, 37} -> {227, 4, 169}
{48, 47} -> {202, 4, 194}
{48, 45} -> {189, 5, 206}
{48, 38} -> {214, 9, 177}
{49, 48} -> {191, 3, 206}
{49, 46} -> {209, 8, 183}
{49, 39} -> {243, 9, 148}
{50, 49} -> {199, 4, 197}
{50, 47} -> {212, 8, 180}
{50, 40} -> {208, 11, 181}
